title,link,authors,source,par_num,paragraph
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,102,That’s because Laskar and Gastineau’s model relies on non-averaged equations and accounts for general relativity.
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,103,Previous models were based on averaged equations for planetary motion and didn’t include the effects of general relativity.
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,104,"When considering planets that are about to collide, such equations don’t work well to make accurate predictions."
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,105,"And it turns out general relativity, or the effect of gravity on time and space, does play a role in the crash scenarios."
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,106,"Here’s how:”Mercury’s orbit is a slightly elongated ellipse. The sun lies at one of the foci of the ellipse, not at the center,” Laughlin said.”"
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,107,"Over long periods of time (of the order 100,000 years), the orientation of Mercury’s orbit rotates like a clock hand."
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,108,"General Relativity acts to speedup this clock-hand-like rotation, and this decreases the odds that Jupiter can drive large changes in Mercury’s orbit.”"
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,109,Website:
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,110,Chandravanshi Sunday Facts
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,111,BlackBoard Sunday Facts
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,112,www.youtube.com
What would happen if Pluto hit Earth [Video],https://medium.com/@besttopyoutubers/what-would-happen-if-pluto-hit-earth-video-d4f2c03cc675?source=tag_archive---------0-----------------------,https://medium.com/@besttopyoutubers,Medium,113,www.youtube.com
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,1,"It’s Autumn in the Alps: this period of the year is understood by most to be the beginning of snowfalls that make many trails slippery, hard and therefore dangerous — or just not enough to make a good descent on skis. There is just too much uncertainty on such conditions to make the trip worth it for most people. However, for the locals with enough experience, autumn is still the best hidden secret for great outdoor activities."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,2,"Data on snow is today (1) scarce, (2) too coarse and (3) does not reach the public in a simple enough, understandable manner."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,3,"At WeGaw, we are solving that problem with global snow maps at 20 meters resolution generated every day. But not without overcoming important challenges!"
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,4,"The European Space Agency unleashed a new era in space data analytics thanks to its Copernicus programme, launching the Sentinel Earth Observation satellite series from 2014 — including optical (Sentinel-2) and radar (Sentinel-1) sensors. Raw data from these satellites is publicly made available for free (e.g. at ESA or AWS)."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,5,"While optical satellites record light reflectance across the entire spectrum, radar satellites record the return of energy in different radar-frequency bands. These are key data sources for the monitoring of the Earth, allowing among many other applications to detect snow after several layers of pre- and post- data processing algorithms are applied. For example, in the case of optical data:"
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,6,"However, extracting, assembling and packaging such snow data together is challenging mainly because:"
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,7,"At any given date, it might be we are not able to get an accurate, deterministic reading from a satellite sensor for a given point on Earth due to clouds, satellite revisit times, coarser resolutions or boundary NDSI index levels as you read above."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,8,"At WeGaw, we decided to fuse data based on probabilistic logic."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,9,The aim of a probabilistic logic (also probability logic and probabilistic reasoning) is to combine the capacity of probability theory to handle uncertainty with the capacity of deductive logic to exploit structure of formal argument.
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,10,"Every pixel in our world map is assumed to have a probability of having snow. Multiple data sources are used to influence this probability up or down every day. The degree of influence a specific data source has will depend on its quality, recency and resolution. This allows us to ingest and fuse data not only from satellite observations, but also from weather nowcasting models (e.g. temperature, precipitation) and create an homogeneous snow cover map. Because every data source has more value than no data at all!"
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,11,The key issues to solve when working out such probability model are:
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,12,"The above points can be tackled with a well-defined ruleset that needs to be adapted to the type of data being fused, while extensively validating the output (said Machine Learning?)."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,13,DeFROST is delivering daily global snow data via an API and a Mapping Service based on thresholding the probabilities of our own snow probability model working out of fusing data from 5 different satellites and a weather nowcasting model — with a latency of under 15 hours from satellite sensing time to map delivery.
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,14,"While internally we handle and deal with probabilities, both maps are released in binary format: either snow or no snow in a single color code, with at least 75% and up to 100% probability in all cases. Except for advanced and science users, simplicity is king."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,15,"The resolution of these maps can drop up to the lowest resolution of the different data sources used, depending on weather conditions and revisit times at any given location. The system we have built will only get better as (1) we keep on adding more fine-grained sources of data and (2) learns by itself with high-resolution training data for ML algorithms. We are now pushing the boundaries for the most up-to-date, comprehensive and rapid mapping of snow globally ever built."
On Data fusion for daily Snow probability maps,https://medium.com/wegaw/on-data-fusion-for-daily-snow-probability-maps-745b38f77f35?source=tag_archive---------0-----------------------,https://medium.com/@danielskun,Medium,16,"Similar to weather forecasts, our data cannot be taken as the full, complete ground truth (for now) — but as a pretty good indicator for outdoors enthusiasts on what to expect out there and a decission-making tool to better plan each outing. No matter the season."
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,1,When traveling in Google Maps have you ever wondered how does it work so accurately? The base answer to this question is hidden under the definition of the reference system. They are needed to refer the geodetic observation to a unique global basis.
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,2,"Simply speaking there are coordinates, like in math, which precisely determine the position of everything. In the World are many official organizations that are responsible for the creation, correctness and topicality of positioning. Thanks to that we have unique for everyone tool that allows us to make the maps. There are three main concepts worth mentioning:"
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,3,"All the three above help us to measure and define the World. The reference system is used in order to define the position and motion accordingly of the celestial bodies as artificial satellites, planets, moons, etc. and of the Earth in case of the terrestrial reference system. Moreover, the reference system can describe the movement and position of object on the surface of Earth and the Earth’s gravity fields."
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,4,Two types of reference system can be mentioned as above:
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,5,"Accordingly to the names, the first one is corresponding to the Earth measurements and the second one to the celestial space. Nowadays we can find reference system called ITRS — International Terrestrial Reference System, that by using different techniques ( GPS, VLBI, SLR, LLR, DORIS) is computing the most accurate coordinates."
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,6,The reference system is realized by the reference frame through a solid materialization of points and the determination of mathematical parameters.
Terrestrial and celestial reference systems.,https://medium.com/@klaudiam0301/terrestrial-and-celestial-reference-systems-b4420fcce68e?source=tag_archive---------1-----------------------,https://medium.com/@klaudiam0301,Medium,7,Literature:
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,1,"After a refresh of what COGs are in Part 1, the introduction of mosaics in Part 2, and a fun experiment in Part 3, today we are going to see how COGs can be useful for large scale spatio-temporal dataset."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,2,"First, the basics. As of today, the Cloud Optimized GeoTIFF specification can be summarized as a tiny list of requirements:"
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,3,"Basically, you take a well known open format (created in the 80's), enforce good usage and internal architecture, and then have a binary file optimized for remote access. Because the header has a map to the internal tiles and the geographic information, libraries like GDAL can easily understand which tiles to fetch (using GET Range-Requests) for a given area of interest (AOI), minimizing data transfer and HTTP requests."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,4,"Web map tile is a common format for distributed processing (see chip-n-scale) or for simple raster dataset visualization. Because we can read partial parts of the COG in an optimized way, and, if present, obtain a preview of the high resolution data from internal overviews, we can dynamically generate the tiles from COGs at request time."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,5,"Web maps are often based on static raster tiles stored as jpeg or png. A full set of tiles is created for each zoom level and stored in a tree-based file structure that allows users to zoom and pan a map. This approach requires you to pre-generate a tile tree consisting of millions of files. With a COG you can use internal overviews to create multiple zooms and internal tiles to stand in for map tiles, and thus, only have one file to manage for a large area. We call this process ""dynamic tiling"" because we access the raw data (e.g. surface reflectance or elevation) and then apply algorithms on it before creating the tile to display in the browser."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,6,Common Geographic Information System (GIS) software like QGIS supports exporting raster data to COG natively but if you want to do it programmatically you can use GDAL commands
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,7,or use rio-cogeo (see COG Talk — Part 1)
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,8,"More organizations are storing their data as a COG ( Landsat level 2, USGS DEM, MODIS on AWS), and while it’s not the most storage-efficient format (in comparison to JPEG2000), a COG is a more user-friendly format that enables fast and cheap access to the data (see this blog for a comparison)."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,9,"Having access to more data creates another kind of problem (a good one): due to the increase in data availability, we need to implement easier ways to access/process/share them at scale. Development Seed regularly advocates for open datasets, but what we love even more is to enable people to access and use the data. Take for instance, the example of opening up Landsat data. It was a big win for the open data community, but it posed several challenges using it with Earth Explorer. Libra was born as a result of needing a better tool and process for using this data, and still to this day has 3000 visitors per month 😱 !"
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,10,"The combination of distributed cloud services and an increase in datasets being stored as COGs, means users are now pivoting from single scene workflows to large scale processing (e.g. state, country wide). To support this, we created the mosaic-json specification, an open standard for representing metadata about sets of Cloud-Optimized GeoTIFF (see COG Talk - Part-2). With simplicity and performance in mind, the specification uses a simple quadkey based spatial index and allows overlapping scenes to create spatio-temporal mosaics."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,11,"In a dynamic tiling workflow, the mosaicJSON is a simple JSON file that acts as a proxy between Web Map tile requests (using Z-X-Y Slippy map tilenames) and the list of files intersecting with this tile."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,12,"ABoVE: Landsat-derived Annual Dominant Land Cover Across ABoVE Core Domain, 1984–2014"
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,13,"The ABoVE dataset is comprised of 175 different GeoTIFFs at 30m resolution derived from Landsat (5 and 7) surface reflectance values. While it covers a pretty large area, the other interesting part of this dataset is the temporal aspect, because each file has 31 different bands, one for each year between 1984 to 2014."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,14,"The dataset is distributed as a GeoTIFF with internal overview. Sadly, they are not aligned with the Cloud Optimized GeoTIFF specification because they are not internally tiled and the overviews are located at the end of the files."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,15,"To create user interfaces (UI) and tools that are as responsive as possible, we need the files stored as proper Cloud Optimized GeoTIFFs."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,16,Here are the steps we took to convert the files:
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,17,When the COGs and the mosaicJSON are formatted correctly we can use the cogeo-mosaic-tiler stack to create web map tiles dynamically and visualize the data in a web map.
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,18,See it live: https://cogeo.xyz/projects/ABoVE/index.html
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,19,"With the introduction of the mosaicJSON specification (see COG Talk — Part 2), we released an open source python module rio-tiler-mosaic to handle the creation of tiles using multiple files. One important feature of this plugin is its ability to do pixel selection dynamically, meaning the user can choose how each pixel value is created (e.g. take the pixel value from the first image or from the last one). It also enables custom pixel selection methods:"
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,20,"The pixel selection method above was specifically design for the ABoVE dataset. On each tile request the dynamic tiler using this method will return the standard deviation value for the stack of bands, enabling us to find where the land cover classification values have changed over the 31 year span."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,21,See it live: https://cogeo.xyz/projects/ABoVE/stddev.html
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,22,DevelopmentSeed is advancing the adoption of the new STAC metadata specification (checkout our latest sat-api-pg project). Standardized and well-formatted metadata is an important step toward the democratization of remote sensed data and it also help us to create nice visualization tools.
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,23,By combining both STAC and mosaicJSONs we built a small demo called landsatlive.live (shoutout to the great landsat.live by our friends at Mapbox). This demo lets you visualize mosaics created dynamically using sat-api (our STAC search api) for the Landsat 8 dataset hosted on AWS.
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,24,"Cloud Optimized GeoTIFF is one of the go-to data formats for when organizations are looking to store their data in the cloud. Utilizing this approach breaks down the barrier of accessing data. We’ve put together an open and user-friendly suite of tools that allows users to process data by combining STAC, mosaicJSON, and the cogeo-* tools, allowing anyone to access and analyze planetary data at scale."
COG Talk — Part 4: Enabling Spatio-temporal data processing at scale,https://medium.com/devseed/cog-talk-part-4-enabling-spatio-temporal-data-processing-at-scale-e9cb23e33281?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,25,For more information on how COGs can solve many of your data-related problems feel free to ping me on Twitter or LinkedIn! If you are interested in joining Development Seed to help us build further and faster take a look at our open positions!
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,1,Earlier this week in COG Talk 4 we shared how to do large scale processing using Cloud Optimized GeoTIFF and mosaicJSON. Here is another example of how to create simple visualization tools when you store the data as Cloud Optimized GeoTIFF.
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,2,Ref: http://donnees.ville.montreal.qc.ca/dataset/lidar-aerien-2015
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,3,Format: .LAZ (Point Cloud)
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,4,"The dataset is formed of 684 different COG created from .LAZ file using a modified version of our cogeo-watchbot-light stack. Each COG has a 25cm pixel resolution and two bands (Min and Max, see PDAL docs)."
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,5,See it live: https://cogeo.xyz/projects/MTLidar/index.html
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,6,Here are the steps we took to translate the .LAZ to COG and create the mosaicJSON:
COG Talk 4bis — Montreal LIDAR dataset,https://medium.com/devseed/cog-talk-4bis-montreal-lidar-dataset-8e8dc24e6617?source=tag_archive---------0-----------------------,https://medium.com/@_VincentS_,Medium,7,"We’re always looking for interesting problems to tackle using COGs, if you have a raster dataset and want to learn how COG, STAC or mosaicJSON could help, please feel free to ping me on Twitter or LinkedIn! And if you are interested in joining Development Seed to help us build technology that helps solve global challenges take a look at our open positions!"
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,1,"Machine learning is a field that is appreciably useful in Earth observation (EO) — it enables land cover classification, cloud detection and more."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,2,"Focusing on the learning part itself, the most straightforward option is to fully rely on supervised learning, by which algorithms can gradually improve, based on the given sample set of input-output pairs, to approximate a general input-output mapping."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,3,"In the age of “Big Data”, raw data (the inputs) is often easily obtained in very large quantities for a specific sample set, while making sense of it (procuring the desired outputs) can be laborious and expensive. With petabytes of Sentinel-2 image data widely available, but no efficient way to produce accurate corresponding labels in meaningful amounts, EO faces the same situation."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,4,"This can be a debilitating problem, since modern deep learning algorithms typically require a lot of labelled data in order to generalise properly. However, one is not entirely helpless in this predicament, for there is an entire subfield that aims to achieve “more with less” and make the most of the data that is at hand."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,5,"Tapping into vast unlabelled resources was not always feasible, as existing techniques could even harm the asymptotic performance of training. Nonetheless, more recent semi-supervised learning (SSL) methods allege substantial improvements over the fully-supervised baseline [1]."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,6,"Looking beyond gains in accuracy alone, an intuitive and potentially remarkable possibility presents itself for EO in particular. With image classification as an example: if we have different sets of raw data for different geographic regions, but labels for only one of them, can we introduce the rest in an unsupervised manner and expect our trained model to be accurate for those as well?"
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,7,This was a major theme behind the following experiments.
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,8,"Despite the growing interest for SSL in computer vision, its application to EO is currently limited to specific use-cases [2]. Taking a broader look, it can be observed that many recent SSL methods leverage unlabelled data in the same way — by adding a loss term to the objective function — although they vary in approach and alleged benefits [1]."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,9,"Typically, they fall into one of three classes:"
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,10,"Several methods were evaluated and compared by Oliver et al.[1], and unified in MixMatch [3], an algorithm that seeks to combine each of the aforementioned categories. The team at Google Research has made the code for MixMatch publicly available to use and test and since it was shown to be greater than the sum of its parts [3], it seemed the most sensible of the state-of-the-art methods to focus on."
Semi-supervised learning in satellite image classification,https://medium.com/sentinel-hub/semi-supervised-learning-in-satellite-image-classification-e0874a76fc61?source=tag_archive---------0-----------------------,https://medium.com/@jernej.puc,Medium,11,"MixMatch operates on a per-batch basis. Given a batch of labelled samples X and an equally-sized batch of unlabelled samples U, MixMatch produces a processed batch of labelled samples X’ and a processed batch of unlabelled samples with guessed labels U’."
