,title,par_num,paragraph
0,German space strategy Nov10,38,"substantial effort, the potential for applications, in particular, must also be borne in mind. This factor is expected to strengthen Europes competitiveness and enhance its capacity for innova-tion. Successful implementation of these two key EU projects will be the test of the EUs ability to set up and operate space infrastructures in a cost efficient manner. Looking ahead to the long term, the EU must, if it is to be able to take on new space activities, first acquire the necessary tools to do so. We shall continue to in  -sist that  as frequently called for in the Space Coun  cil   adequate instruments, funding schemes and procure -ment procedures, must be introduced within the EU to meet the specific requirements of the institutional-ly dominated space market.  Like member states, the EU will also be able to use ESA in the future as a service provider for the imple -mentation of its space activities, task it with carrying out space programmes and take part in ESA optional programmes. In addition to ESA and the EU, the member states themselves  with their national programmes and bilateral/multilateral cooperative projects  form the third pillar of European space activities, particularly on defence projects. This latter pillar is the principal framework for cooperation in the view of the Federal Government. Objectives:3  Germany, with the largest economy in the EU and as its biggest contributor, will have a crucial say in determining the role of the EU based on the provisions of the Lisbon"
0,German space strategy Nov10,39,"Treaty. Given the back-ground of budget restrictions, the Federal Government will also call, above all, for a clear demarcation of roles based on the principles of subsidiarity and complementarity, avoiding duplicate activities and structures, and establish-ing the necessary funding and contract proce -dures to meet the specific requirements of the space sector. The completion and ongoing opera-tion of Galileo and GMES will have top priority. 3  Germany will continue to press for a strengthen -ing of ESA as an independent intergovernmental organisation. ESA alone has the many years expe-rience of management and coordination, as well as the set of tried-and-tested instruments required to conduct complex, highly demanding space projects. In the view of the Federal Government, therefore, even after the entry into force of the Lisbon Treaty, ESA remains the most suitable framework within which to implement the Euro -pean space policy and to conduct Europe-wide cooperation in space matters. 3  Moreover, after 35 years of successful operations, ESA remains a vibrant, still growing organisation. Its continual evolution, as seen notably with regard to voting rights, financial reform, and pro-grammatic priorities, remains  not least because of its willingness to accept additional member states  an important task in which Germany is actively and constructively engaged. 3  For Germany, this participation in European space activities also means that it must be ade -quately represented by qualified German staff at all levels across the European institutions, but particularly in the senior leadership positions. The Federal Government will continue to support measures to optimise the"
0,German space strategy Nov10,40,"proportion of German representatives within all European bodies. We call upon industry, when filling management positions in European firms, to ensure that all participating nations are equitably represented.g) Defining the roles of Germany and Europe in explorationMissions to explore space in situ always exert a par -ticular fascination. They give rise to the hope that, by venturing into space, humankind will be able to pro -vide new answers regarding the origin of life as well as the where from and where to  i.e. the starting point and destination  of human existence. This 22applies equally to manned missions to low-Earth orbits (for example, to the International Space Station) as well as to robotic missions to explore the depths of the cosmos. Inside Europes International Space Station laboratory module Human spaceflight efforts will continue to be directed towards the International Space Station for at least another ten years. Thus the ISS  with its con-sistent and well-established division of labour among partners  will remain the centrepiece of scientific research under space conditions. As a result, a key pri-ority here must be to obtain the best possible return on European investment within the existing struc-tures and commitments. A decision on possible fol-low-up activities, based on a full cost-benefit analysis of ISS operations, will have to be taken in a few years time.  Exploration projects too must be measured according to the extent to which they contribute to solving the challenges facing our society. Exploration missions must therefore serve a clear scientific pur-pose, such as basic"
0,German space strategy Nov10,41,"research into the origin of the Solar System, for example. They must be of high tech -nical quality and their results must be subject to transparent verification. We will therefore continue to insist that Europes commitment to exploration must concentrate on projects of high scientific value with great potential for technological applications, including in non-space domains. ESA, with its many years of experience with the planning, funding and execution of long-term European space projects must therefore continue to play the central role in this regard in the future. Europe must bring to the table its specific strengths and experience, most notably in the area of robotics, sharing out work in cooperative endeavours with other spacefaring nations. Intelligent, autonomous robotic systems are key technologies when it comes to the further explora -tion of space. Extending mankinds reach into space, intelligent robots will permanently change the face of future space activities: robotic systems will land on planets, moons and asteroids and explore them, bringing major advances in our exploration of the Solar System. Initially, the Moon, as the subject of sci-entific exploration closest to Earth, is ideally placed to begin the testing and demonstration of robotic tech -4.  Handlungsfelder  die deutsche Raumfahrt fr die Zukunft strken23nologies. Technologies tested and further developed there at reasonable cost can then be used on explora -tion missions to more remote destinations involving a global coordination and cooperative effort. The cru -cial factors in the success of robotic systems are a high degree of mobility, precise manipulation, and the ability to"
0,German space strategy Nov10,42,"operate autonomously in far-away locations.  Space robotics provides very direct benefits to society. Developing robotic space technologies requires the highest level of engineering and science prowess in a multidisciplinary environment that ranges from artificial intelligence, autonomous sys-tems, virtual reality, miniaturisation, materials engi -neering and mechatronics to information and com -munication technology. It also opens up the widest range of terrestrial applications. Robotic capabilities are key elements in future space technologies and act as springboard technologies for applications on Earth. Robotics is also a highly innovative branch of industry that offers substantial market opportunities to SMEs. With our space robotics strategy, we are already investing in technologies with great future potential of considerable importance to the development of Germanys economy and society. This strategy also sends out a clear signal that Germany intends to be a strong presence in European and international robot-ic exploration of the Solar System. Robotic systems made in Germany are set to become a significant new brand presence on the international market. Objectives:3  The International Space Station is a symbol of peaceful international cooperation in orbit and should be exploited intensively since it is a unique laboratory allowing research of the high-est level to be conducted. A comprehensive assessment of ISS operations will be made that will provide us with the basis for a decision on a possible follow-up system or on other options. 3  For Germany, developing autonomous systems, especially in the field of robotic exploration of the Solar System, is a matter of the highest priority. We will"
0,German space strategy Nov10,43,"continue to extend Germanys proven competences in this domain. DLR study for a Martian roverh) Securing technological inde-pendence and access to spaceAccess to key technologies and high-performance launchers are essential preconditions to civil and mil -itary space activities. However, in that, both are no more than the means to an end. Germanys aim is to ensure access to technologies and space transporta-tion systems for the lowest possible cost so as to remain internationally competitive and obtain the maximum benefit from investments in space applica-tions.  Within the framework of ESA, European access to space is guaranteed by Ariane 5, to which Frances contribution is some 60  %. Through its contributions within the ESA framework, Germany currently has a 30 % share in Ariane 5 and as such is the second big -gest partner in the Ariane programme. Germany is responsible for developing and building the launch -ers crucial upper stage, delivers essential compo -nents such as the boosters, tanks and parts of the pro -pulsion system and has expertise in propulsion tech -nology based on storable propellant. With its mix of commercial and institutional launches, Ariane 5 is currently the best means of guaranteeing European access to space. However, if this situation is to continue, Ariane must remain com-mercially successful in the launcher market.  24The European Ariane 5 launcher lifts off from Kourou spaceport, French Guiana The Federal Government will therefore continue to support technological measures aimed at improv -ing Arianes competitiveness in the launcher market.   As a result of the shift"
0,German space strategy Nov10,44,"in emphasis in US space policy, which, after the Space Shuttle is retired from service, will rely on commercial launch service pro -viders for transport to the ISS, substantial changes and further overcapacity in the global launcher mar -ket may well occur. Were that to be the case, it could be necessary to conduct a thorough, root and branch review of European launcher policy. Our aim is to ensure that Europe has access to space transpor-tation systems that is as cost-effective as possible. To this end, possibilities for international cooperation and an international division of labour should also be considered. The western world must retain a human space -flight capability for as long as robotic systems remain incapable of fully replacing the human presence for conducting space activities. We will continue to dis-cuss this with our partners in Europe, the United States and Japan.  The Federal Government will continue to sup -port efforts aimed at guaranteeing unhindered access to key technologies. It is essential for critical components and hardware to be readily available in Europe. At present, certain hardware items can only be ob   tained in the US and are subject to ITAR export restrictions. Nevertheless, complete autonomy is impossible or at least can only be achieved at enor-mous expense. In each individual case, therefore, it is important to find the correct mix of autonomy, coop -4.  Fields of action: making Germanys space sector fit for the future 25eration and a reliance on freely accessible commer -cial providers. Objectives:3  Unhindered access"
0,German space strategy Nov10,45,"to space transportation sys -tems constitutes an essential element of European political sovereignty. Germany is extensively involved in the research and devel -opment of space transportation systems and in shaping European launcher policy. Its main focus is on system competence for the Ariane 5 launcher upper stage. Germany aims to ensure the most cost-effective possible access to space transportation systems, to maintain the interna-tional competitiveness of Ariane 5 and, in so doing, to ensure a high level of national added value.3  It is essential for critical components and hard -ware to be readily available in Europe. Germany therefore supports intensified efforts to develop critical hardware and components in Europe in order to avoid dependency on any single source. A successful conclusion to an Ariane launch: payload separation, in this case for Herschel and Planck (artists impression)265. SummaryLunar Lander, a study for an unmanned moon lander (artists impression)Germanys space sector can point to some remarkable successes in recent years. There are a number of rea -sons for this: the countrys research and development performance, the increase in the national space budget and the maintenance of our ESA budget con-tributions at a high level. Through targeted support for the further advancement of national technologi -cal capabilities (some of which are unique world -wide), Germany has succeeded in gaining a leading position  often within the framework of ESA and other forms of international cooperation  in key fields such as Earth observation and the new field of laser communications. The German space sector currently confronts a "
0,German space strategy Nov10,46,"new set of challenges.3  Space technologies will be the site of increasing competition at the national, European and inter -national level.3  Private enterprise business models  are gaining in importance: the new US Space Policy unveiled in June 2010, for example, laid special emphasis on the need to develop and expand commercial markets through and for space technologies.3  New players are taking the stage: in Europe, the Lisbon Treaty has given the EU its own compe -tences in the field of space policy. This raises questions as to the future division of roles between ESA, with its tried-and-tested processes, the EU and the National Space Programme.3  The United States, the most significant player among all spacefaring nations, has effected a fundamental reorientation of its space policy: with the halting of the Constellation programme, robotic research, Earth observation, utilisation of the International Space Station (ISS) and technol-ogy development are now to the fore, replacing the earlier priorities of manned missions to the Moon or Mars.  3  In addition, the increased activities of countries such as China, India and South Korea  are strengthening the competition within global space markets.The central focus of the Federal Governments space policy is on space applications and concrete benefits for humanity. Space activities must be in competi-tion with other technology domains and be judged 27according to whether their high cost is adequately compensated for by the scientific, social or commer -cial benefits they bring. To summarise, a clear orientation towards bene -fits and needs , the"
0,German space strategy Nov10,47,"principle of sustainability, and intensive international cooperation  particularly within Europe  are the guiding principles of our policy in the following areas:1) Expanding strategic space expertiseWe aim to strengthen systems capability and technol -ogy leadership in selected key or pace-setting tech -nologies.3  We will further expand Germanys first-rate Earth observation capabilities, particularly in the radar domain (and especially X-band, suitable for high geometric resolution) with the aim of acquiring expertise along the entire system chain. Germany is also prioritising the development of future technologies such as hyper spectral Earth obser-vation and lidar measurements of atmospheric composition. In this field it is particularly clear that, in addition to basic Earth system research and monitoring tasks for the public sector, com-mercial markets are also beginning to emerge. Thus, Earth observation is not only a driver for geoinformation but is very much an economic factor in its own right. 3  In satellite communication, another important sector commercially, we will extend our systems capability with regard to geostationary commu-nication satellites while pressing ahead with stra -tegic satellite technologies such as laser commu -nication and electronically controlled antennas.  3  In satellite navigation, we will develop innovative navigation applications and procedures for satis -fying the strictest security requirements.3  We will place special emphasis on the ongoing technological development of robot capabilities, artificial intelligence and autonomous systems, which, in their ability to act as cross-cutting, future technologies, are clearly especially suited to combining space-specific challenges with ter-restrial benefits and the development of future global markets. 3 "
0,German space strategy Nov10,48,"Particular attention must be paid to establishing a competitive industry in downstream growth markets. Gaining a successful position in the vast markets for services and terminal equipment will largely be up to the initiative of companies them-selves and the way they position themselves stra -tegically. There are a great many new opportuni -ties in this sector, particularly for SMEs, given their great potential for innovation.2) Sustainably reinforcing our strong position in space researchThe dense ash cloud from Icelands Eyjafjallajkull volcano as seen by the European Earth observation satellite, Envisat in April 20103  We aim to expand Germanys strong position, in European and international terms, in the explo -ration of the Solar System and cosmos and in the scientific exploitation of space for physics, mate -rials sciences, biology and medicine (research under space conditions). As one of the leading nations in space research, we will bring German expertise and excellence to bear more strongly within the framework of ESA missions as well as 28 5. Summarynational and bilateral missions. By efficiently implementing the National Space Programme, we will continue to strengthen German competi-tiveness in science, and thereby play a greater role in shaping ESA programmes.3) Tapping new markets and estab -lishing a unified legal frameworkSatellite-based services are a rapidly developing, dynamic field of business. Alongside satellite commu-nications, Earth observation and navigation are giv -ing rise to a whole new range of market opportuni -ties. German industry faces the challenge of using creative and innovative ideas not just to meet public sector demand at home but also"
0,German space strategy Nov10,49,"to move beyond that and develop new markets. 3  We will draft a German Space Act which, togeth -er with the Satellite Data Security Act (SatDSIG) already in force, will provide a comprehensive legal framework for commercial and private sec -tor space activities.3  We will also seek to persuade the EU and our European partners to introduce analogous rules at EU level and in other spacefaring EU partner countries in order to ensure a level competitive playing field. 3  We aim systematically to extend competences that give rise to business models for services, while also bringing about a durable increase in private-enterprise orientation and commerciali-sation. Demand of governmental origin, too, will be met, where appropriate, through commercial/private enterprise business models (such as PPPs).3  We aim to bring about a substantial increase in German industrys share of global commercial space turnover. One of many navigation services: highly accurate route information for mountain bikers4) Using space for purposes of whole-of-government security  preparednessSpace-based Earth observation, communication and navigation systems make vital contributions to disas -ter relief and management, environmental and cli -mate protection, to warning of threats, development aid, border monitoring and arms control. In the mili -tary domain, satellite-based systems have become indispensable. Yet, many civil applications too are now quite inconceivable without data captured by meteorological and other satellites.  As part of a concept of networked security, space technologies play a vital role in protecting Germany and its citizens and ensuring an effective and inde-pendent German foreign and security policy. Thus"
0,German space strategy Nov10,50,"the protection of space systems  both governmental and civilian  holds essential significance for the com-mon good.3  We will make greater use of the potential for syn -ergy between civil and military space research when developing security-related technologies in the Earth observation and satellite communi -cations sectors, for example. 293  By strengthening coordination across govern -ment departments and activities, we will avoid duplication, put resources to better use, and fos -ter a whole-of-government approach to security preparedness from the outset. 3  We will safeguard for the long term and gradual -ly improve and extend the space infrastructure required in relation to the environment, climate, transport and security. We will also step up the use of this infrastructure for government pur -poses, thereby contributing to the modernisation of our administrative structures.3  To protect space systems and applications, we will conduct our own national space situation assessment and exchange and compare this information with key international partners. 5) Shaping the distribution of roles in the European space sectorWith the entry into force of the Lisbon Treaty the EU has acquired a parallel competence in respect of space policy, which leaves unaffected the existing competences of member states (and of ESA as an intergovernmental organisation). European coun-tries have collaborated in joint space projects for 35 years, with great success, within the framework pro-vided by ESA. ESA member states are responsible for funding well over 90  % of institutional space activities in Europe. 3  Consequently, we will call for a clear demarca -tion"
0,German space strategy Nov10,51,"of the tasks of the EU in accordance with the principles of complementarity and subsidiarity, avoidance of duplicate activities and structures, but also for the introduction of the necessary funding and procurement procedures to meet the specific requirements of the space sector and reflect the fact that budgets are limited. The highest priority will be given to the completion and continuing operation of Galileo and GMES. 3  We wish to strengthen ESA as an independent intergovernmental organisation with long years of experience and the tried-and-tested instru-ments required to carry out complex and demanding space projects. We are of the view that, even after the entry into force of the Lisbon Treaty, ESA remains the primary framework for European space policy and European space coop-eration. 6) Defining German and European roles in exploration The reorientation of US space policy has made it clear that International Space Station utilisation is set to continue until at least 2020 and will, for the foresee -able future, remain the only relevant objective in the human spaceflight field.3  Against this background, we will, while main -taining the existing distribution of tasks and costs, use the ISS intensively as a unique laborato -ry for first-rate research so as to obtain the great -est possible return on European investment. A comprehensive assessment of ISS operations will be conducted that will provide us with the basis for a decision on a possible follow-up system or on other options.3  For Germany, the development of autonomous robotic systems is a top priority, not least"
0,German space strategy Nov10,52,"as key technologies for space exploration. We shall con-tinue to extend Germanys established compe -tences in this technology of the future. This will include robotic technologies for the safe and sus-tained management of satellite systems in orbit (servicing, disposal) but also for robotic explora-tion of the Solar System. 7) Securing technological  indepen  dence3  Unhindered access to space constitutes an essen -tial element of Europes political sovereignty. We are deeply involved in the research and develop-ment of space transportation systems and play a part in shaping Europes launcher policy. Our principal focus is on system competence for the Ariane launcher upper stage. Through our in  -volvement in the launcher sector, and with a view toward new private operator models, we aim to 30ensure that Europe has the most cost-effective possible access to space. 3  It is essential for critical components and hard -ware to be readily available within Europe. We therefore support intensified efforts to develop critical hardware and components in Europe so as to avoid dependency on any single source. 8) Human spaceflightThe western world must retain a human spaceflight capability for as long as robotic systems are incapable of fully replacing the human presence for conducting space activities. We will continue to discuss this ques-tion with our partners in Europe, the United States and Japan.9) The Moon as a target for  explorationThe Moon continues to be of interest as the archive of our Solar System and a potential platform for space exploration. Exploration and exploitation of the Moon remains"
0,German space strategy Nov10,53,"a political and scientific challenge. We will therefore further examine the option of an unmanned mission to the Moon within the ESA frame   work.5. Summary3110) Ensuring the sustainability of space activities3  An unrestricted peaceful use of space is, for future generations, an essential prerequisite to freedom and prosperity. Germany, therefore, places particular importance on ensuring the sustainability of its national space missions.3  Germany, together with other spacefaring nations, both in the EU and UN context, advo -cates a common international legal framework to cover space activities, the avoidance of space debris and the prevention of damaging attacks on peaceful space activities.Germany is therefore open to any initiatives aimed at bringing about the substantial advancement of space-related arms control policy."
0,Germany - National Space Strategy 2021,1,"National Space StrategySeptember 2021 Crown copyright 2021This publication is licensed under the terms of the Open Government Licence v3.0 except where otherwise stated. To view this licence, visit nationalarchives.gov.uk/doc/open-government-licence/version/3  or write to the Information Policy Team, The National Archives, Kew, London TW9 4DU, or email: psi@nationalarchives.gsi.gov.uk .Where we have identified any third-party copyright information you will need to obtain permission from the copyright holders concerned.Any enquiries regarding this publication should be sent to us at: enquiries@beis.gov.ukAcknowledgements  Cover image: The UK, seen from the International Space Station, Credit:  NASANational Space Strategy 1ContentsForeword from the PrimeMinister 2Foreword from the Secretariesof State 3Executive summary 5Part One: Context  Spacetodayandtomorrow 8Growing and changing uses of space 9UK strengths and opportunities 13Part Two: UKvisionandgoals 18Goal 1:  Grow and level upourspace economy  19Goal 2:  Promote the values of Global Britain  19Goal 3:  Lead pioneering scientific discovery and inspire the nation  19Goal 4:  Protect and defend our national interests in and throughspace 20Goal 5:  Use space to deliverfor UK citizens andthe world  20Part Three: HowtheUKwillachieve ourgoals 22Pillar One:  Unlocking growth in the UK space sector 24Pillar Two:  Collaborating internationally  32Pillar Three:  Growing the UK as a science and technology superpower 36Pillar Four:  Developing resilient space capabilities and services 37Ten Point Plan:  Initial focus areas 41Part Four: Implementation 44Next steps 45Organisation of government activities 48National Space Strategy 2Foreword from the PrimeMinisterI was barely five years old when Neil Armstrong shuffled down the Eagles ladder and left"
0,Germany - National Space Strategy 2021,2,"the first human footprint on the surface of the moon. Yet I still vividly recall my family and I not only being transfixed by NASAs grainy black and white footage, butalso excited by what the scenes we were witnessing meant for us all.The possibilities that now lay ahead, the ambitions that would be let slip, the breakthroughs we could look forward to. Andof course being five years old it made me want to be an astronaut myself. Such is the unique power of space, turbocharging both our technology and our imaginations.Yet for all the UKs prowess behind the scenes  Armstrongs journey would never have happened without the engineering know-how of a chap from Anglesey named Tecwyn Roberts  we have for too long failed to properly embrace the opportunities that the space industry offers.And so the home of Bell Burnell, Hawking and Payne-Gaposchkin, a country that has done so much to expand and enhance humanitys understanding of the cosmos, hasremained largely earthbound. Whenit comes to getting off the ground we contribute to the work of others rather than taking the lead ourselves.This strategy is about changing that. About tapping our vast pools of talent and enthusiasm, putting the UK firmly in the front rank of the global space industry, and harnessing the technology of space to solve problems and improve public services back down on Earth.Its a plan that will level up the UK by bringing opportunity to every part of it, withsatellites being propelled into orbit from as far afield as Cornwall and Sutherland"
0,Germany - National Space Strategy 2021,3,"as soon as next year. A plan that will create more jobs by putting rocket boosters the size of a SaturnVs F1 under British space businesses. And a plan that will see us take a leading role on the international stage, Global Britain becoming Galactic Britain as we work with other nations to pursue exciting missions and with the UN to set the standards that will ensure space is used responsibly and safely.The days of the UK space industry idling on the launch pad are over  this government has the Right Stuff, and this strategy marks the start of the countdown. The Rt Hon Boris Johnson MP , PrimeMinister  Credit: Number 10 Downing StreetNational Space Strategy 3Foreword from the Secretariesof StateSpace is inspiring; the whole world gathered to watch humanity take its first steps on the Moon in 1969 and every child has looked up in wonder at the stars. But perhaps fewer of us realise just how essential space is to every aspect of our modern daily life. Every time we use our smartphones to navigate, every time we take a flight, every time we check the weather forecast  we are using space. The Space Race of the 20th century transformed and advanced our technology, our society, and our understanding of our place in the universe. The coming decades will do this again. New technologies and cheaper access to space will let us further explore the Earth and the solar system, deliver new ubiquitous services like space-enabled internet, and make new scientific"
0,Germany - National Space Strategy 2021,4,"discoveries in zero-gravity. We entered this first Space Race during an era of great power competition, with the US and Soviet Union vying for dominance. Today the nature of global power is shifting again as we move towards a more intensely competitive world. Space was once only the preserve of superpowers but increased commercial use of space will trigger a new wave of competition. Governments around the world will use a range of methods to compete, and this could include technologies intended to disrupt and deny others use of this domain. Any miscalculation could present a real risk to our wellbeing and security. We must act to prevent this.We will empower British companies to capitalise on new opportunities, with the UK providing a comprehensive end-to-end offer for space businesses to start and grow, including launches into orbit from British spaceports from 2022. Space will help us fight climate change, with satellites providing an extraordinary insight into our climate and environment. And researchers and innovators will use space in new and exciting ways, improving the way we live and work. The UK must be in the vanguard of this next phase of space innovation. The UK can look back on a proud history of activity in space. From our first satellite Ariel1 in 1962 and the launch of the Black Arrow rocket in 1971, to todays construction of the Rosalind Franklin rover which will go to Mars as part of a major international mission, wehave always brought to bear British skills, expertise, and ingenuity. To build on"
0,Germany - National Space Strategy 2021,5,"this foundation and seize this moment in history, our UK-wide Space Strategy sets out our vision and ambition for the UK space sector. It sets out how we will build one of the most innovative and attractive space economies in the world, creating the right conditions for space businesses to start, grow, innovate, and thrive, while giving them the confidence to do so. We will demonstrate leadership internationally, ensuring that space remains safe and sustainable as we enter the next exciting phase of exploration, and we will take steps to ensure that we can protect and defend the UK.National Space Strategy 4The Prime Minister has called for the UK to become a meaningful actor in space, and for the first time this strategy brings together our civil and defence activities into one integrated approach to achieve this ambition. Our partners in the space ecosystem will be vital to delivering this strategy, and we have asked the UK Space Agency and UK Space Command to work together to deliver on these goals. We will work alongside our research sector, expert institutions, agencies and across the whole of government to do this. But most importantly, this strategy sends a signal to businesses and innovators across the UK and further afield to take advantage of this moment of opportunity, and to come together and work with government to deliver on the strength of the UKs ambitions.The Rt Hon Ben Wallace MP , SecretaryofState for DefenceThe Rt Hon Kwasi Kwarteng MP , Secretaryof State for Business, Energy, and Industrial StrategyNational"
0,Germany - National Space Strategy 2021,6,"Space Strategy 5Executive summarySpace plays a critical role in our daily lives. Satellites orbiting the Earth only 160 kilometres above our heads keep us connected with our friends, families, and colleagues. They support our present and future security and prosperity, enabling us to navigate the oceans, keep our troops safe, monitor the climate and forecast the weather. And the space sector is a vital part of the UKs economy, worth over 16.4 billion per year and employing over 45,000 people in diverse and exciting roles as scientists, engineers, entrepreneurs, and innovators.1 Space presents significant opportunities; the global space economy is projected to grow from an estimated 270 billion in 2019 to 490 billion by 2030.2 Constellations of satellites are being launched to deliver worldwide services. New state and commercial space stations are being planned and built. And space tourism operators are flying their first customers into space. However, as the opportunities have grown, so too have the threats; our potential adversaries are developing capabilitites that will put our people, equipment and information networks at risk and make it harder to protect the UK. Space is changing, the UK must respond.1 UK Space Industry: Size and Health Report 2020, published 19 May 2021, available at GOV.UK2 BEIS analysis using third party market projections, detailed in the Technical Annex. This implies an annual growth rate of 5.6%. This first ever National Space Strategy brings together the UKs strengths in science and technology, defence, regulation, anddiplomacy to pursue a bold national vision. This strategy identifies five goals and the"
0,Germany - National Space Strategy 2021,7,"activities that government, academia and industry will need to take to achieve them. The UK has built a thriving space economy with end-to-end support for space enterprises. We have a renowned science and technology sector, a strong talent pipeline, and leading satellite manufacturing and operations capabilities. Highly innovative British companies have built mature global supply chains. And from 2022 the first launches into space from the UK will take place. On the ground, British scientists and businesses have the skills and technologies to interpret and use the data we get from space, providing modern and innovative services to us all. And our broader strengths, from our modern regulatory regime to world-class financial and legal services, makethe UK a fantastic place to start, investin, and grow a space business.National Space Strategy 6The UK visionWe will build one of the most innovative and attractive space economies in the world, and the UK will grow as a space nation. We will protect and defend UK interests in space, shape the space environment and use space to help solve challenges at homeand overseas. Through cutting-edge research, we will inspire the next generationand sustain the UKs competitive edge in space science and technology.The UKs goalsGrow and level up our space economyPromote the values of Global BritainLead pioneering scientific discovery and inspire the nationProtect and defend our national interests in andthrough spaceUse space to deliver for UK citizens and the worldHow we will achieve the goalsUnlocking growth in the space sectorGrowing the UK as a science and technology superpowerCollaborating internationallyDeveloping resilient space"
0,Germany - National Space Strategy 2021,8,"capabilities and servicesThe Ten Point PlanImmediate key interventions in the highest impact opportunities and the critical cross-cutting enablers.National Space Strategy 7The UK excels in the manufacture of satellites, spacecraft, highly complex payloads, end-to-end satellite service delivery, satellite communications, andhigh-end navigation systems. We have ambitious plans to build new leadership in high-growth areas, such as Earth Observation, navigation applications and services, andsatellite broadband. And we will work to establish early leadership in potential and emerging markets such as in-orbit servicing, space travel and habitation, and active debrisremoval. We will take action to unlock growth in the UK space sector, using government to unleash the potential of our industry, entrepreneurs, and innovators. This will include: ensuring innovative space businesses canaccess private finance through space-oriented venture capital funds, such as Seraphim Space Investment Trust, supported by the BritishBusinessBank leading the world in modern space regulation, and building new space trading partnerships with the world, building on the success of the UK-Australia space bridgeWe will collaborate internationally with ourpartners and allies to achieve our goals,including: maintaining our role in the European Space Agency while building new andenhanced bilateral relationships withcountries such as the US working at the UN to deliver leadership on a safe, sustainable and secure space environment, in particular to deliver a newresolution on space threats We will grow the UK as a science and technology superpower, participating in the most exciting research opportunities. Thiswillinclude: returning samples from Mars to the Earth for the first time and monitoring the sun for space weather events like solar flares collaborating"
0,Germany - National Space Strategy 2021,9,"on the NASA-led Artemis programme to return humans to theMoonWe will upgrade the UKs space capabilities, that are crucial to so many of our civil and defence functions. This will include: delivering the UKs first Defence Space Portfolio, investing 5 billion over 10 years in the militarys satellite communications and 1.4 billion in new technologies andcapabilities becoming the first country to launch a rocket into orbit from Europe in 2022 with the aim of becoming a leader in commercial small-satellite launchNational Space Strategy 8Part One: Context  SpacetodayandtomorrowSatellite BuildAirbus Space Docubyte/UK Space AgencyNational Space Strategy 9Growing and changing uses of spaceToday, all nations depend on space for their prosperity andsecurity. Space sector in the UKSpace technologies underpin over 360 billion per year in UK economic activityThe Skynet Constellation of satellites has been helping to keep the UK safe for 50+ yearsThe space sector was worth 16.4 billion  in 2018/19The space sector supports over 45,000 jobs across thecountryTotal employment 45,086Regional distribution of UK space industry employment (2018/19)Distribution of UK space industry companies (2019)12,000130Number of employees Source: Know.space and KTNNational Space Strategy 10Space is a vital part of the UKs economy. Satellites and space activities deliver navigation, weather forecasting, power grid monitoring, financial transactions, and better public services. Satellites also support television services to millions of UK households as well as other digital communications.The UK space sector is growing faster than the rest of the UK economy, and the average worker in the space sector is 2.6 times moreproductive than in other sectors.3 Itisworth over 16.4billion per"
0,Germany - National Space Strategy 2021,10,"year, employs over 45,000 people, and satellites underpin 360billion per year of wider economic activity.4Space technologies and services also support the UKs ambition to be a science and technology superpower. Earth observation satellites increase our understanding of our own planet while telescopes, laboratories, and rovers expand our understanding of the universe. Thetechnologies we develop and knowledge we gain through space support our wellbeing, provide services for our everyday lives, and help us support other countries and meet the United Nations Sustainable Development Goals.53 The UK space economy GVA has grown at 4.7% over the last 4 years, compared with the overall UK GDP growth of 3.7%.4 UK Space Industry: Size and Health Report 2020, published 19 May 2021, available at GOV.UK5 UN Sustainable Development Goals, available at sdgs.un.org/goalsWe use satellites to monitor and map crops to enable more productive agriculture to sustainably feed a growing global population. And countries with capable space systems can lead the way in tackling challenges that face the entire globe, such as the fight against climate change and biodiversity loss.Space is vital to the UKs security and resilience. It is fundamental to the UKs strategic advantage and the successful conduct of military operations. Space capabilities form the backbone of secure global communications, navigation, and intelligence-gathering activities. From the first warning of imminent attacks and tracking of potentially hostile activity, to missile warning systems, space systems underpin the capabilities that keep us safe and competitive. Space is defined as part of the UKs critical national infrastructure (CNI). CNI also relies on a"
0,Germany - National Space Strategy 2021,11,"wide range of resilient space technologies including position, navigation and timing (PNT) services and we have committed to making these services more resilient for both CNI users and our wider economy.Space remains a tool for global influence and diplomacy, just as it was during the first Space Race in the 20th century. Human spaceflight and space exploration demonstrate the power and ingenuity of spacefaring nations. Activity in space is essential to the transmission of culture and information and can help provide disaster relief where conventional infrastructure is thin on the ground or destroyed.National Space Strategy 116 New Space refers to the increasing commercialisation of the space sector, moving beyond purely stateactivity.7 BEIS analysis using third party market projections, detailed in the Technical Annex. This implies an annual growth rate of 5.6%.8 Including domestic civil spend from Space Foundation data, ESA contributions, EUMETSAT contributions, and EU space program contributions (Galileo and Copernicus), but excluding space defence spend.The space sector is undergoing a rapid, transformative changeThe cost and complexity of acting in space has fallen dramatically. Miniaturisation, digitisation, reusability, regulatory reform, and increased private capital have reduced the barriers to space, allowing more countries and commercial players to enter a field once available only to a select few. NewSpace6 and the commercialisation of space presents a significant opportunity: theglobal space economy is projected to grow from an estimated 270 billion in 2019 to 490billion by 2030.7This growth will be fuelled by unprecedented demand for data and connectivity on Earth, new markets for satellite-enabled services and huge leaps in"
