Mission ID,Mission Name Short,Mission Name Full,Mission Agencies,Mission Status,Launch Date,EOL Date,Applications,Instruments,Instrument IDs,Orbit Type,Orbit Altitude,Orbit Period,Orbit Inclination,Repeat Cycle,Orbit LST,Orbit Longitude,Orbit Sense,Mission Site,Data Access Portal
613,ICESat-2,"Ice, Cloud, and Land Elevation Satellite 2",NASA,Operational (nominal),15-Sep-18,May-34,"3-year nominal mission life, 5-year goal. Continue the assessment of polar ice changes and measure vegetation canopy heights, allowing estimates of biomass and carbon in aboveground vegetation in conjunction with related missions, and allow measurements of solid earth properties.",ATLAS,998,"Inclined, non-sun-synchronous",500 km,97 mins,92 deg,91,,,TBD,https://icesat-2.gsfc.nasa.gov/,https://search.earthdata.nasa.gov/search?q=ICESat-2
1017,INCUS,INvestigation of Convective UpdraftS (INCUS),"NASA, NOAA",Approved,Nov-26,Jan-29,"Characterize the relationship between Convective Mass Flux and atmospheric environmental properties by providing novel measurements of time-differenced profiles of radar reflectivity. INCUS objectives are to determine: (1) the predominant environmental properties controlling convective mass flux in tropical convective storms; (2) the relationship between convective mass flux and high anvil clouds; (3) the relationship between convective mass flux and the type and intensity of the extreme weather produced; and then to evaluate these relationships between convective mass flux and environmental facors, high anvil clouds, and extreme weather within weather and climate models. Application: improve the nowcasting of rapidly developing convective storms by expanding the inputs to nowcasting systems.","DAR (INCUS), DMR (INCUS)","1993, 1994","Inclined, non-sun-synchronous",500 km,94 mins,28.5 deg,,,,TBD,TBD,TBD
442,INSAT-3D,Indian National Satellite - 3D,ISRO,Operational (extended),26-Jul-13,Dec-23,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
707,INSAT-3DR,Indian National Satellite - 3DR (repeat),ISRO,Operational (nominal),08-Sep-16,Dec-25,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
1031,INSAT-3DS,Indian National Satellite - 3DS (Spare),ISRO,Planned,2023,2030,"Meteorology, data collection and communication, search and rescue.","Imager (INSAT 3D), Sounder (INSAT)","788, 789",Geostationary,36000 km,,,,,-93.5,N/A,http://www.isro.org/,
934,Ionosphera-M N1,Hydro-meteorological Satellite Ionosphera-M N1,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2027,"Hydrometeorology, heliogeophysics, climatology.",,,TBD,,,,,,,TBD,,
935,Ionosphera-M N2,Hydro-meteorological Satellite Ionosphera-M N2,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2027,"Hydrometeorology, heliogeophysics, climatology.",,,TBD,,,,,,,TBD,,
936,Ionosphera-M N3,Hydro-meteorological Satellite Ionosphera-M N3,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2028,"Hydrometeorology, heliogeophysics, climatology.",,,TBD,,,,,,,TBD,,
937,Ionosphera-M N4,Hydro-meteorological Satellite Ionosphera-M N4,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2028,"Hydrometeorology, heliogeophysics, climatology.",,,TBD,,,,,,,TBD,,
592,Jason-3,Jason-3,"EUMETSAT, NOAA, CNES, NASA",Operational (extended),17-Jan-16,Oct-25,"3-year nominal mission lifetime, 5-year extended lifetime. Physical oceanography, geodesy/gravity, climate monitoring, marine meteorology.","AMR, DORIS-NG, GPSP, LRA, POSEIDON-3B Altimeter","882, 181, 983, 106, 1633","Inclined, non-sun-synchronous",1343 km,112.4 mins,66.05 deg,10,,,N/A,http://sealevel.jpl.nasa.gov/missions/jason3/,https://search.earthdata.nasa.gov/search?q=jason-3
667,JPSS-1,Joint Polar Satellite System - 1,"NOAA, EUMETSAT, NASA",Operational (nominal),18-Nov-17,Jun-27,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection.","ATMS, CERES, CrIS, OMPS, VIIRS","413, 397, 325, 681, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
668,JPSS-2,Joint Polar Satellite System - 2,"NOAA, EUMETSAT, NASA",Commissioning,10-Nov-22,Nov-28,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system.","ATMS, CrIS, OMPS, OMPS-L, VIIRS","413, 325, 681, 1718, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
801,JPSS-3,Joint Polar Satellite System - 3 (Polar Follow-on,"NOAA, EUMETSAT, NASA",Planned,2026,2033,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system. Instrument complement for JPSS-3 and JPSS-4 remains TBD.","ATMS, CrIS, Libera, OMPS, OMPS-L, VIIRS","413, 325, 1904, 681, 1718, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
802,JPSS-4,Joint Polar Satellite System - 4 (Polar Follow-0n,"NOAA, EUMETSAT, NASA",Planned,2031,2038,"Meteorological, climatic, terrestrial, oceanographic, and solar-geophysical applications; global and regional environmental monitoring, search and rescue, data collection. Note that free-flyer options are being considered for the A-DCS4 and SARSAT instruments, though these are considered part of the JPSS system. Instrument complement for JPSS-3 and JPSS-4 remains TBD.","ATMS, CrIS, OMPS, OMPS-L, VIIRS","413, 325, 681, 1718, 412",Sun-synchronous,833 km,101.5 mins,98.75 deg,16,13:30,,Ascending,http://www.jpss.noaa.gov,
792,Kanopus-V N3,Environmental Satellite Kanopus-V N3,ROSKOSMOS,Operational (nominal),01-Feb-18,Feb-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, PSS","835, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
793,Kanopus-V N4,Environmental Satellite Kanopus-V N4,ROSKOSMOS,Operational (nominal),01-Feb-18,Feb-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, PSS","835, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
794,Kanopus-V N5,Environmental Satellite Kanopus-V N5,ROSKOSMOS,Operational (nominal),27-Dec-18,Dec-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, PSS","835, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
795,Kanopus-V N6,Environmental Satellite Kanopus-V N6,ROSKOSMOS,Operational (nominal),27-Dec-18,Dec-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, PSS","835, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,http://geoportal.ntsomz.ru/
625,Kanopus-V-IR N2,Environmental Satellite Kanopus-V-IR N2,ROSKOSMOS,Operational (extended),14-Jul-17,Dec-23,"Disaster monitoring, forest fire detection, land surface, environmental monitoring.","MSS, MSU-IK-SR, PSS","835, 1692, 834",Sun-synchronous,510 km,94.7 mins,97.4 deg,5,,,Ascending,http://eng.ntsomz.ru/ks_dzz/satellites; http://planet.iitp.ru,
914,KhalifaSat,KhalifaSat,"MBRSC, UAE SA",Operational (nominal),29-Oct-18,Oct-23,"KhalifaSat is the first satellite to be manufactured in the clean rooms at MBRSC space technology labs in Dubai. KhalifaSat will provide high-quality images at a resolution of 70 cm for a variety of uses. The main objectives of the KhalifaSat mission are to: develop a sub-meter resolution small satellite system to be used for global imaging and download; establish the necessary infrastructure for the development of the satellites in the UAE; and, contribute locally and internationally with value-added products and services derived from KhalifaSat images.",KHCS,1888,Sun-synchronous,613 km,,97.13 deg,8,13:30:00,,Descending,https://mbrsc.ae/en/page/khalifa-sat,
407,KOMPSAT-2,Korea Multi-Purpose Satellite -2,"KARI, ASTRIUM, E-LOP",Operational (extended),27-Jul-06,Dec-23,"Cartography, land use and planning, disaster monitoring.",MSC,735,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
637,KOMPSAT-3,Korea Multi-Purpose Satellite -3,"KARI, ASTRIUM",Operational (extended),18-May-12,May-23,"Cartography, land use and planning, disaster monitoring.",AEISS,1522,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
698,KOMPSAT-3A,Korea Multi-Purpose Satellite -3A,KARI,Operational (nominal),26-Mar-15,Mar-23,"Cartography, land use and planning, disaster monitoring.",AEISS-A,1614,Sun-synchronous,528 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
638,KOMPSAT-5,Korea Multi-Purpose Satellite -5,"KARI, TAS-i",Operational (nominal),22-Aug-13,Aug-23,"Cartography, land use and planning, disaster monitoring.",COSI,1523,Sun-synchronous,550 km,98.5 mins,98.1 deg,28,06:00,,Descending,http://kompsat.kari.re.kr/english/index.asp,
761,KOMPSAT-6,Korea Multi-Purpose Satellite -6,KARI,Approved,Dec-23,Oct-27,"Cartography, land use and planning, disaster monitoring",TBD,1695,Sun-synchronous,550 km,98.5 mins,98.1 deg,28,06:00,,Descending,http://kompsat.kari.re.kr/english/index.asp,
850,KOMPSAT-7,Korea Multi-Purpose Satellite -7,"KARI, KAI",Approved,Sep-23,Sep-27,"Cartography, land use and planning, disaster monitoring",AEISS-HR,1789,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
922,KOMPSAT-7A,Korea Multi-Purpose Satellite -7A,"KARI, KAI",Approved,Sep-25,Sep-29,"Cartography, land use and planning, disaster monitoring",AEISS-HR-A,1900,Sun-synchronous,685 km,98.5 mins,98.1 deg,28,10:50:00,,Ascending,http://kompsat.kari.re.kr/english/index.asp,
790,Kondor-FKA N1,SAR Satellite Kondor-FKA N1,ROSKOSMOS,Approved,Dec-22,Dec-23,"Disaster monitoring, sea surface monitoring, information support of environmental managment",BRLK S-range,1750,TBD,,,,,,,TBD,http://www.npomash.ru/activities/en/space1.htm,
791,Kondor-FKA N2,SAR Satellite Kondor-FKA N2,ROSKOSMOS,Planned,2023,2028,"Disaster monitoring, sea surface monitoring, information support of environmental managment",BRLK S-range,1750,TBD,,,,,,,TBD,http://www.npomash.ru/activities/en/space1.htm,
201,LAGEOS-1,Laser Geodynamics Satellite - 1,"NASA, ASI",Operational (nominal),04-May-76,May-52,"Geodesy, crustal motion and gravity field measurements by laser ranging.",LRA (LAGEOS),1510,"Inclined, non-sun-synchronous",5900 km,226 mins,110 deg,,,,N/A,http://www.asi.it,https://search.earthdata.nasa.gov/search?q=lageos-1
238,LAGEOS-2,Laser Geodynamics Satellite - 2,"ASI, NASA",Operational (nominal),22-Oct-92,Oct-52,"Geodesy, crustal motion and gravity field measurements by laser ranging.",LRA (LAGEOS),1510,"Inclined, non-sun-synchronous",5800 km,223 mins,52.6 deg,,,,N/A,http://www.asi.it,https://search.earthdata.nasa.gov/search?q=lageos-2
349,Landsat 7,Landsat 7,"USGS, NASA",Operational (extended),15-Apr-99,Sep-25,"Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover. 5-year nominal mission life, currently in extended operations with the LST allowed to drift. Routine science mission data operations will end upon the declaration of successful Landsat-9 operations, currently targeted for early January 2022. Landsat-7â€™s orbit will be lowered to accommodate a potential OSAM-1 servicing mission in the 2025 timeframe.",ETM+,322,Sun-synchronous,697 km,98.9 mins,98.2 deg,16,09:00:00,,Descending,https://www.usgs.gov/landsat-missions/landsat-7; https://landsat.gsfc.nasa.gov/satellites/landsat-7/,https://earthexplorer.usgs.gov/; https://www.usgs.gov/landsat-missions/landsat-data-access
547,Landsat 8,Landsat 8,"USGS, NASA",Operational (extended),11-Feb-13,May-23,"5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.","OLI, TIRS","897, 1524",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:11,,Descending,"https://www.usgs.gov/core-science-systems/nli/landsat/landsat-8, https://landsat.gsfc.nasa.gov/landsat-8/","https://earthexplorer.usgs.gov/, https://www.usgs.gov/core-science-systems/nli/landsat/landsat-data-access"
772,Landsat 9,Landsat 9,"USGS, NASA",Operational (nominal),27-Sep-21,Sep-26,"5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.","OLI-2, TIRS-2","1769, 1746",Sun-synchronous,705 km,98.9 mins,98.2 deg,16,10:11,,Descending,"https://www.usgs.gov/core-science-systems/nli/landsat/landsat-9, https://landsat.gsfc.nasa.gov/landsat-9/","https://earthexplorer.usgs.gov/, https://www.usgs.gov/core-science-systems/nli/landsat/landsat-data-access"
1016,Landsat-Next,Landsat-Next,"NASA, USGS",Planned,2030,2035,"5-year mission design life with at least 10 years of consumables. Earth resources, land surface, environmental monitoring, agriculture and forestry, disaster monitoring and assessment, ice and snow cover.",LandIS,1995,Sun-synchronous,,98 mins,98 deg,9,10:10,,Descending,https://landsat.gsfc.nasa.gov/satellites/landsat-next/,
19,LARES,LAser RElativity Satellite,ASI,Operational (nominal),13-Feb-12,Feb-52,"Scientific objectives are the measurement of the dragging of inertial frames due to the Earth's angular momentum, or Lense-Thirring effect, and a high precision test of the Earth's gravitomagnetic field with accuracy of the order of a few percent. Gravitomagnetic field and dragging of inertial frames are predictions of Einstein's theory of General Relativity. In addition, LARES will allow other measurements in geodesy and geodynamics.",LCCRA,772,"Inclined, non-sun-synchronous",1450 km,99.1 mins,71 deg,,,,Ascending,https://www.lares-mission.com/,
968,LARES-2,LAser RElativity Satellite 2,ASI,Commissioning,13-Jul-22,Mar-62,"Scientific objectives are the high accuracy measurement of the dragging of inertial frames due to the Earth's angular momentum, or Lense-Thirring effect, and a high precision test of the Earth's gravitomagnetic field with an accuracy greatly improved with respect to the previous LAGEOS and LARES missions. Gravitomagnetic field and dragging of inertial frames are predictions of Einstein's theory of General Relativity. In addition, LARES-2 will allow other measurements in General Relativity, geodesy and geodynamics.",LCCRA (LARES-2),1948,"Inclined, non-sun-synchronous",5892 km,226 mins,70 deg,,,,Ascending,https://www.lares-mission.com/LARES_2.asp,
916,Light-1,Light-1,"UAE SA, Khalifa University, NYUAD",Operational (nominal),21-Dec-21,Dec-23,"Light-1 is a 3U CubeSat satellite mission to study Terrestrial Gamma-ray Flashes (TGFs), upward directed bursts of X-rays and gamma-rays associated with thunderstorm activity. The mission will be based on an original detector design being developed at New York University Abu Dhabi (NYUAD).",TGF Detectors,1889,"Inclined, non-sun-synchronous",400 km,90 mins,51.6 deg,,,,,,
780,LIS-on-ISS,International Space Station/Lightning Imaging Sensor,NASA,Operational (extended),19-Feb-17,Sep-23,"Spare LIS unit from the TRMM mission. NASA selected the LIS spare hardware to fly to the space station in order to take advantage of the orbiting laboratoryâ€™s high inclination. Will monitor global lightning for Earth science studies, provide cross-sensor calibration and validation with other space-borne instruments, and ground-based lightning networks. LIS will also supply real-time lightning data over data-sparse regions, such as oceans, to support operational weather forecasting and warning.",LIS Copy,1877,"Inclined, non-sun-synchronous",405 km,90 mins,51 deg,,,,,http://lightning.nsstc.nasa.gov/lis/,https://search.earthdata.nasa.gov/search?q=isslis
747,LOTUSat 1,LOTUSat 1,VAST,Planned,2023,2028,Natural hazard prevention,LOTUSat 1 SAR,1678,Sun-synchronous,505 km,,97 deg,,,,,,
815,MAIA,Multi-Angle Imager for Aerosols,"NASA, U.S. AID, U.S. DoS",Approved,Oct-24,Oct-27,To determine associations between different types of airborne particulate matter and adverse human health outcomes.,MAIA,1768,Sun-synchronous,740 km,100 mins,98.4 deg,,10:30,,Ascending,https://maia.jpl.nasa.gov/,https://earthdata.nasa.gov/eosdis/daacs/asdc
940,MDASat-1a,MDASat-1a,"SANSA, CPUT",Operational (nominal),13-Jan-22,Dec-24,"The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.",AIS Receiver (MDASat-1),1906,Sun-synchronous,550 km,,,,10:30:00,,Ascending,,https://blogs.cput.ac.za/fsati/operation-phakisa/
941,MDASat-1b,MDASat-1b,"SANSA, CPUT",Operational (nominal),13-Jan-22,Dec-24,"The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.",AIS Receiver (MDASat-1),1906,Sun-synchronous,550 km,,,,10:30:00,,Ascending,,https://blogs.cput.ac.za/fsati/operation-phakisa/
942,MDASat-1c,MDASat-1c,"SANSA, CPUT",Operational (nominal),13-Jan-22,Dec-24,"The MDASat-1 constellation is equipped with an improved automatic identification system (AIS) receiver from its predecessor, ZACube-2, using its SDR-based payload. MDASat-1 can receive messages on the AIS and AIS long range channels.",AIS Receiver (MDASat-1),1906,Sun-synchronous,550 km,,,,10:30:00,,Ascending,,https://blogs.cput.ac.za/fsati/operation-phakisa/
678,MERLIN,Methane Remote Sensing Lidar Mission,"CNES, DLR",Approved,Feb-28,Feb-31,Global atmospheric methane concentration.,IPDA LIDAR,1590,Sun-synchronous,500 km,90 mins,,28,6:00 or 18:00,,Ascending,http://www.dlr.de/rd/desktopdefault.aspx/tabid-2440/3586_read-31672/,
477,Meteor-M N2,Meteorological Satellite Meteor-M N2,"ROSKOSMOS, ROSHYDROMET",Operational (extended),08-Jul-14,Dec-23,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","DCS , GGAK-M, IKFS-2, KMSS, MSU-MR, MTVZA, Severjanin","799, 853, 778, 801, 779, 673, 900",Sun-synchronous,832 km,101 mins,98.77 deg,1,09:30,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
736,Meteor-M N2-2,Meteorological Satellite Meteor-M N2-2,"ROSKOSMOS, ROSHYDROMET",Operational (nominal),05-Jul-19,Mar-24,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
813,Meteor-M N2-3,Meteorological Satellite Meteor-M N2-3,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2027,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
810,Meteor-M N2-4,Meteorological Satellite Meteor-M N2-4,"ROSKOSMOS, ROSHYDROMET",Planned,2023,2028,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
811,Meteor-M N2-5,Meteorological Satellite Meteor-M N2-5,"ROSKOSMOS, ROSHYDROMET",Planned,2024,2029,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
875,Meteor-M N2-6,Meteorological Satellite Meteor-M N2-6,"ROSKOSMOS, ROSHYDROMET",Planned,2025,2030,"Hydrometeorology, climatology, heliogeophysics, Earth resources and environmental monitoring.","BRLK, DCS, GGAK-M, IKFS, KMSS, MSU-MR, MTVZA","900, 799, 853, 778, 801, 779, 673",Sun-synchronous,832 km,101 mins,98.77 deg,,TBD,,Ascending,http://planet.iitp.ru; http://eng.ntsomz.ru/ks_dzz/satellites;,http://geoportal.ntsomz.ru/
623,Meteor-MP N1,Meteor-MP Meteorological Satellite N1,ROSHYDROMET,Planned,2026,2030,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,830 km,,98.7 deg,,21:30,,,http://planet.iitp.ru,
681,Meteor-MP N2,Meteor-MP Meteorological Satellite N2,ROSHYDROMET,Planned,2027,2031,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,836 km,,98.7 deg,,09:30,,,http://planet.iitp.ru,
682,Meteor-MP N3,Meteor-MP Meteorological Satellite N3,ROSHYDROMET,Planned,2028,2032,"Hydrometeorology, climatology, heliogeophysics, DCS.","Advanced DCS , Advanced GGAK-M, Advanced IKFS-2, Advanced KMSS, Advanced MSU-MR, Advanced MTVZA, Advanced Radiomet, Advanced SAR , Advanced Scatterometer , TGSP","1571, 1572, 1566, 1565, 1564, 1567, 1570, 1569, 1568, 1573",Sun-synchronous,,,,,,,,http://planet.iitp.ru,
260,Meteosat-10,Meteosat Second Generation-3,"EUMETSAT, ESA",Operational (nominal),05-Jul-12,Sep-30,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,1.5 deg,,,9.5,N/A,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
451,Meteosat-11,Meteosat Second Generation-4,"EUMETSAT, ESA",Operational (nominal),15-Jul-15,Dec-33,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,0 deg,,,0,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
229,Meteosat-8,Meteosat Second Generation-1,"EUMETSAT, ESA",Operational (extended),28-Aug-02,Oct-22,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase. Meteosat-8's original deployment at 0 degrees ended in July 2016. It is now deployed at 41.5 degrees east in support of the Indian Ocean Data Coverage (IODC) service, and from 1 July 2022 it will only be on standby at that location.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,8.1 deg,,,41.5,N/A,"http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?, https://www.eumetsat.int/indian-ocean-data-coverage-iodc",http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
259,Meteosat-9,Meteosat Second Generation-2,"EUMETSAT, ESA",Operational (nominal),22-Dec-05,Jan-25,"Meteorology, climatology, atmospheric dynamics/water and energy cycles. Meteosat 1-7 are first generation. Meteosat 8-11 are second generation and known as MSG in the development phase.","GERB, MSG Comms, SEVIRI","303, 296, 302",Geostationary,35779 km,1436 mins,6 deg,,,45.5,N/A,http://www.eumetsat.int/Home/Main/Satellites/index.htm?l=en?,http://www.eumetsat.int/website/home/Data/ServiceStatus/index.html
230,Metop-B,Meteorological Operational Polar Satellite - B,"EUMETSAT, NOAA, CNES, ESA",Operational (nominal),17-Sep-12,Aug-24,"Meteorology, climatology. Due to a hardware problem on the Metop-B satellite, the A-DCS3 instrument is only supporting an ARGOS-2 service.","AMSU-A, ARGOS, ASCAT, AVHRR/3, GOME-2, GRAS, HIRS/4, IASI, MHS, S&R (NOAA), SEM (POES)","312, 154, 308, 403, 307, 306, 564, 305, 304, 189, 65",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
231,Metop-C,Meteorological Operational Polar Satellite - C,"EUMETSAT, NOAA, CNES, ESA",Operational (nominal),07-Nov-18,Dec-27,"Meteorology, climatology.","A-DCS3, AMSU-A, ASCAT, AVHRR/3, GOME-2, GRAS, IASI, MHS, SEM (POES)","154, 312, 308, 403, 307, 306, 305, 304, 65",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html,http://www.eumetsat.int/website/home/Data/DataDelivery/DataRegistration/index.html
557,METOP-SG A1,"EUMETSAT Polar System, Second Generation","EUMETSAT, DLR, COM, CNES, ESA",Approved,Dec-24,Jun-32,"Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.","3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5)","1627, 1626, 965, 1663, 1628, 1504",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,http://www.eumetsat.int/Home/Main/DataAccess/index.htm?l=en
838,METOP-SG A2,"EUMETSAT Polar System, Second Generation","EUMETSAT, DLR, COM, CNES, ESA",Approved,Dec-31,Jun-39,"Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.","3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5)","1627, 1626, 965, 1663, 1628, 1504",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,
839,METOP-SG A3,"EUMETSAT Polar System, Second Generation","EUMETSAT, DLR, COM, CNES, ESA",Approved,Dec-38,Jun-46,"Meteorology, climatology. EPS-SG-a carries the Sentinel-5 mission. 3 satellites.","3MI, IASI-NG, METimage, MWS, RO, UVNS (Sentinel-5)","1627, 1626, 965, 1663, 1628, 1504",Sun-synchronous,824 km,101.4 mins,98.7 deg,29,09:30,,Descending,http://www.eumetsat.int/website/home/Satellites/FutureSatellites/EUMETSATPolarSystemSecondGeneration/index.html,
